Date,Open,High,Low,Volume,MarketCap,ETHOpen,ETHHigh,ETHLow,ETHClose,ETHVolume,ETHMarketCap,Close
8-Nov-13,297.85,338.66,296.93,0,4045494603,0,0,0,0,0,0,338.11
9-Nov-13,338.58,370.82,319.71,0,4058705857,0,0,0,0,0,0,339.11
10-Nov-13,348.82,350.7,277.24,0,3910613095,0,0,0,0,0,0,326.62
11-Nov-13,325.41,351.27,311.78,0,4101635027,0,0,0,0,0,0,342.44
12-Nov-13,343.06,362.81,342.8,0,4317726291,0,0,0,0,0,0,360.33
13-Nov-13,360.97,414.05,359.8,0,4883103453,0,0,0,0,0,0,407.37
14-Nov-13,406.41,425.9,395.19,0,5038817795,0,0,0,0,0,0,420.2
15-Nov-13,419.41,437.89,396.11,0,5013561020,0,0,0,0,0,0,417.95
16-Nov-13,417.28,450.26,415.57,0,5282849105,0,0,0,0,0,0,440.22
17-Nov-13,440.96,500.58,440.24,0,5907842064,0,0,0,0,0,0,492.11
18-Nov-13,496.58,703.78,494.94,0,8449069629,0,0,0,0,0,0,703.56
19-Nov-13,712.76,806.11,456.39,0,7022949161,0,0,0,0,0,0,584.61
20-Nov-13,577.98,599.65,448.45,0,7100077964,0,0,0,0,0,0,590.83
21-Nov-13,594.32,733.4,577.29,0,8684240726,0,0,0,0,0,0,722.43
22-Nov-13,724.07,780.85,668.13,0,9276681716,0,0,0,0,0,0,771.44
23-Nov-13,771.7,844.97,771.7,0,9597335799,0,0,0,0,0,0,797.82
24-Nov-13,795.63,807.36,722.87,0,9317034156,0,0,0,0,0,0,774.25
25-Nov-13,773.02,810.68,754.43,0,9619646225,0,0,0,0,0,0,799.11
26-Nov-13,805.73,928.54,800.8,0,11176110593,0,0,0,0,0,0,928.1
27-Nov-13,923.85,1001.96,891.68,0,12069885699,0,0,0,0,0,0,1001.96
28-Nov-13,1003.38,1077.56,962.17,0,12435823060,0,0,0,0,0,0,1031.95
29-Nov-13,1042.01,1146.97,1000.64,0,13646039846,0,0,0,0,0,0,1131.97
30-Nov-13,1129.37,1156.14,1106.61,0,13620389321,0,0,0,0,0,0,1129.43
1-Dec-13,1128.92,1133.08,801.82,0,11531708948,0,0,0,0,0,0,955.85
2-Dec-13,951.42,1055.42,938.41,0,12591271606,0,0,0,0,0,0,1043.33
3-Dec-13,1046.4,1096,1011.21,0,13018451838,0,0,0,0,0,0,1078.28
4-Dec-13,1077.58,1156.12,1070.16,0,13903428351,0,0,0,0,0,0,1151.17
5-Dec-13,1152.73,1154.36,897.11,0,12626914509,0,0,0,0,0,0,1045.11
6-Dec-13,1042.38,1042.38,829.45,0,10025645095,0,0,0,0,0,0,829.45
7-Dec-13,835.32,854.64,640.22,0,8442962249,0,0,0,0,0,0,698.23
8-Dec-13,697.31,802.51,670.88,0,9627500113,0,0,0,0,0,0,795.87
9-Dec-13,793.8,921.93,780.9,0,10808715488,0,0,0,0,0,0,893.19
10-Dec-13,892.32,997.23,892.32,0,11966951486,0,0,0,0,0,0,988.51
11-Dec-13,989.07,1001.58,834.23,0,10638546534,0,0,0,0,0,0,878.48
12-Dec-13,882.78,901.94,844.95,0,10578889955,0,0,0,0,0,0,873.26
13-Dec-13,874.98,941.79,860.05,0,10816819988,0,0,0,0,0,0,892.58
14-Dec-13,899.85,904.65,858.36,0,10578987915,0,0,0,0,0,0,872.6
15-Dec-13,875.29,886.16,825,0,10625517651,0,0,0,0,0,0,876.12
16-Dec-13,880.33,882.25,668.25,0,8565534010,0,0,0,0,0,0,705.97
17-Dec-13,706.37,754.83,630.88,0,8279623719,0,0,0,0,0,0,682.12
18-Dec-13,678.2,679.32,420.51,0,6347159168,0,0,0,0,0,0,522.7
19-Dec-13,519.06,707.23,502.89,0,8406397153,0,0,0,0,0,0,691.96
20-Dec-13,694.22,729.16,595.33,0,7599576492,0,0,0,0,0,0,625.32
21-Dec-13,619.9,654.27,579.17,0,7363114611,0,0,0,0,0,0,605.66
22-Dec-13,601.78,666.74,585.64,0,7505757423,0,0,0,0,0,0,617.18
23-Dec-13,613.06,680.91,611.04,0,8192487202,0,0,0,0,0,0,673.41
24-Dec-13,672.36,684.39,645.71,0,8100042042,0,0,0,0,0,0,665.58
25-Dec-13,666.31,682.7,649.48,0,8305173374,0,0,0,0,0,0,682.21
26-Dec-13,683.94,777.75,683.94,0,9279735331,0,0,0,0,0,0,761.98
27-Dec-13,763.28,777.51,713.6,46862700,8955394564,0,0,0,0,0,0,735.07
28-Dec-13,737.98,747.06,705.35,32505800,8869918644,0,0,0,0,0,0,727.83
29-Dec-13,728.05,748.61,714.44,19011300,9082103621,0,0,0,0,0,0,745.05
30-Dec-13,741.35,766.6,740.24,20707700,9217167990,0,0,0,0,0,0,756.13
31-Dec-13,760.32,760.58,738.17,20897300,9191325349,0,0,0,0,0,0,754.01
1-Jan-14,754.97,775.35,754.97,22489400,9403308145,0,0,0,0,0,0,771.4
2-Jan-14,773.44,820.31,767.21,38489500,9781073921,0,0,0,0,0,0,802.39
3-Jan-14,802.85,834.15,789.12,37810100,9980135396,0,0,0,0,0,0,818.72
4-Jan-14,823.27,859.51,801.67,38005000,10477362437,0,0,0,0,0,0,859.51
5-Jan-14,858.55,952.4,854.52,72898496,11379660685,0,0,0,0,0,0,933.53
6-Jan-14,936.05,1017.12,905.71,85565696,11620533603,0,0,0,0,0,0,953.29
7-Jan-14,946.49,965.74,802,81311696,9808299600,0,0,0,0,0,0,802
8-Jan-14,795.99,870.68,776.18,74175600,10310363180,0,0,0,0,0,0,842.72
9-Jan-14,841.47,864.36,804.14,59998600,10365397028,0,0,0,0,0,0,846.86
10-Jan-14,846.69,871.19,822.6,31876800,10634081648,0,0,0,0,0,0,868.48
11-Jan-14,867.32,921.48,861.72,44754200,11195636164,0,0,0,0,0,0,913.95
12-Jan-14,919.6,928.52,851.17,39623500,10578653198,0,0,0,0,0,0,863.22
13-Jan-14,860.19,861.29,806.05,45580900,10312375950,0,0,0,0,0,0,841.2
14-Jan-14,843.17,855.69,825.66,20829800,10218535832,0,0,0,0,0,0,833.27
15-Jan-14,833.12,872.81,830.86,28107200,10561305975,0,0,0,0,0,0,860.9
16-Jan-14,860.29,866.16,835.63,19149300,10255185612,0,0,0,0,0,0,835.63
17-Jan-14,834.49,842.91,797.63,39031700,10000663202,0,0,0,0,0,0,814.64
18-Jan-14,816.07,841.49,816.07,18052700,10315662000,0,0,0,0,0,0,840
19-Jan-14,839.66,870.96,825.53,24365700,10699504086,0,0,0,0,0,0,870.96
20-Jan-14,871.39,886.39,853.87,27652700,10694453430,0,0,0,0,0,0,870.2
21-Jan-14,869.65,881.2,855.93,18997300,10620283205,0,0,0,0,0,0,863.91
22-Jan-14,867.21,870.15,837.36,18453700,10399573174,0,0,0,0,0,0,845.59
23-Jan-14,845.46,851.57,819.32,15607100,10113558120,0,0,0,0,0,0,822.04
24-Jan-14,822.43,822.43,783.58,34912000,9810138293,0,0,0,0,0,0,797.07
25-Jan-14,796.24,861.45,792.96,24303900,10509539619,0,0,0,0,0,0,853.61
26-Jan-14,853.68,897.02,844.86,32224300,10902798632,0,0,0,0,0,0,885.28
27-Jan-14,884.6,893,757.11,49233600,9503544085,0,0,0,0,0,0,771.39
28-Jan-14,774.02,832.5,766.98,44875500,10013251364,0,0,0,0,0,0,812.51
29-Jan-14,809.96,836.87,809.85,17984400,10182659550,0,0,0,0,0,0,826
30-Jan-14,826.02,830.5,799.06,29918200,10100339387,0,0,0,0,0,0,819.03
31-Jan-14,818.43,831.87,812.6,17107900,10238411820,0,0,0,0,0,0,829.92
1-Feb-14,828.61,853.52,827.11,19668700,10275202812,0,0,0,0,0,0,832.58
2-Feb-14,832.9,844.72,820.67,11300900,10190038654,0,0,0,0,0,0,825.37
3-Feb-14,824.08,826.48,807.22,13940100,10174774202,0,0,0,0,0,0,823.83
4-Feb-14,823.77,840.17,820.94,16609700,10229342305,0,0,0,0,0,0,827.96
5-Feb-14,829.96,837.32,811.91,22395100,10034436286,0,0,0,0,0,0,811.91
6-Feb-14,815.59,819.81,770.59,50108700,9662791119,0,0,0,0,0,0,781.55
7-Feb-14,783.2,783.2,654.35,113643000,8810607000,0,0,0,0,0,0,712.4
8-Feb-14,699.57,721.82,661.87,38742600,8337738240,0,0,0,0,0,0,673.92
9-Feb-14,671.46,712.27,655.25,39311400,8451228950,0,0,0,0,0,0,682.9
10-Feb-14,681.32,703.71,550.5,112758000,8430742782,0,0,0,0,0,0,681.03
11-Feb-14,683.5,712.46,636.66,72745200,8323817195,0,0,0,0,0,0,672.17
12-Feb-14,672.38,672.9,643.04,25367600,8073458481,0,0,0,0,0,0,651.72
13-Feb-14,651.08,657.99,601.91,38588100,7500376176,0,0,0,0,0,0,605.24
14-Feb-14,601.17,691.72,541.04,102506000,8206805878,0,0,0,0,0,0,661.99
15-Feb-14,660.9,661.84,632.84,26709200,8072579656,0,0,0,0,0,0,650.92
16-Feb-14,651.3,665.1,584.17,40061700,7650358837,0,0,0,0,0,0,616.63
17-Feb-14,614.23,656.95,607.31,31948400,7772386462,0,0,0,0,0,0,626.27
18-Feb-14,627.16,645.76,612.54,20015100,7779035355,0,0,0,0,0,0,626.6
19-Feb-14,625.97,631.77,618.7,13897800,7737830115,0,0,0,0,0,0,623.03
20-Feb-14,623.09,627.73,556.14,46905000,6909538974,0,0,0,0,0,0,556.14
21-Feb-14,556.88,582.96,530.47,47308100,7135603064,0,0,0,0,0,0,574.16
22-Feb-14,574.24,614.48,558.58,31254000,7526808473,0,0,0,0,0,0,605.42
23-Feb-14,606.47,639.91,599.7,31434400,7534325867,0,0,0,0,0,0,605.82
24-Feb-14,606.04,607.61,538.7,57893900,6796971990,0,0,0,0,0,0,546.32
25-Feb-14,540.24,541.38,420.41,126314000,6704461434,0,0,0,0,0,0,538.71
26-Feb-14,537.04,603.8,532.58,64642700,7254505067,0,0,0,0,0,0,582.69
27-Feb-14,581.65,594.05,566.62,25540800,7208406719,0,0,0,0,0,0,578.77
28-Feb-14,579.7,584.14,545.17,28076100,6843353924,0,0,0,0,0,0,549.26
1-Mar-14,549.92,573.38,539.29,18668100,7049084308,0,0,0,0,0,0,565.61
2-Mar-14,567.23,570.48,553.27,7950760,6978524072,0,0,0,0,0,0,559.79
3-Mar-14,562.56,702.91,560.52,96056896,8326933812,0,0,0,0,0,0,667.76
4-Mar-14,668.24,696.22,655.68,55344600,8317230356,0,0,0,0,0,0,666.78
5-Mar-14,666.24,674.28,646.28,22461900,8304000852,0,0,0,0,0,0,665.51
6-Mar-14,664.52,669.77,649.79,16068100,8286267327,0,0,0,0,0,0,663.86
7-Mar-14,664.31,665.34,616.35,34150800,7855629815,0,0,0,0,0,0,629.15
8-Mar-14,629.66,635.14,604.46,18654200,7712151171,0,0,0,0,0,0,617.45
9-Mar-14,616.31,643.95,612.35,15396500,7958687808,0,0,0,0,0,0,636.96
10-Mar-14,636.33,644.76,615.02,20639800,7846433315,0,0,0,0,0,0,627.79
11-Mar-14,627.95,638.42,618.84,11732500,7928102950,0,0,0,0,0,0,634.11
12-Mar-14,631.91,648.03,629.51,18621200,7905832725,0,0,0,0,0,0,632.1
13-Mar-14,633.62,644.2,630.85,11634900,7983960982,0,0,0,0,0,0,638.14
14-Mar-14,638.14,639.53,627.21,11913800,7869180480,0,0,0,0,0,0,628.8
15-Mar-14,629.37,639.14,627.3,4342080,7963443153,0,0,0,0,0,0,636.12
16-Mar-14,636.5,637.52,628.11,5277290,7903422086,0,0,0,0,0,0,631.11
17-Mar-14,630.92,632.68,616.85,14648200,7796513249,0,0,0,0,0,0,622.37
18-Mar-14,621.84,622.39,603.8,24011500,7704183118,0,0,0,0,0,0,614.83
19-Mar-14,613.9,622,609.1,14228900,7644702125,0,0,0,0,0,0,609.89
20-Mar-14,609.74,609.74,587.49,20572900,7382675346,0,0,0,0,0,0,588.77
21-Mar-14,588.29,604.59,561.81,38414100,7168656262,0,0,0,0,0,0,571.49
22-Mar-14,571.18,572.55,554.39,17360700,7090150172,0,0,0,0,0,0,565.04
23-Mar-14,565.76,570.24,560.88,9288400,7045871925,0,0,0,0,0,0,561.27
24-Mar-14,562.51,586.56,551.77,22706900,7326517067,0,0,0,0,0,0,583.41
25-Mar-14,585.03,585.44,572.6,14020100,7335179952,0,0,0,0,0,0,583.92
26-Mar-14,583.48,590.03,570.96,16401100,7298672082,0,0,0,0,0,0,580.83
27-Mar-14,580.26,580.56,471.24,62225400,5923615602,0,0,0,0,0,0,471.24
28-Mar-14,477.14,526.02,473.23,58828300,6232801684,0,0,0,0,0,0,495.67
29-Mar-14,501.71,504.86,489.73,11147100,6178428029,0,0,0,0,0,0,491.17
30-Mar-14,492.37,492.37,444.18,42958300,5791419543,0,0,0,0,0,0,460.27
31-Mar-14,462.3,483.02,443.36,28254000,5752294437,0,0,0,0,0,0,457
1-Apr-14,457,495.34,457,35685800,6023351178,0,0,0,0,0,0,478.38
2-Apr-14,479.14,495.05,431.27,49647600,5506313797,0,0,0,0,0,0,437.14
3-Apr-14,436.44,449.57,414.89,40765500,5604036051,0,0,0,0,0,0,444.72
4-Apr-14,445.66,454.65,429.09,22925500,5641613449,0,0,0,0,0,0,447.53
5-Apr-14,446.67,463.57,444.2,13404500,5824866676,0,0,0,0,0,0,461.91
6-Apr-14,463.4,466.32,452.97,10241400,5808861023,0,0,0,0,0,0,460.5
7-Apr-14,461.47,462.56,445.12,15616600,5670830650,0,0,0,0,0,0,449.42
8-Apr-14,447.61,457.42,446.11,10921600,5718579640,0,0,0,0,0,0,453.09
9-Apr-14,453.18,455.73,441.93,13204400,5589580215,0,0,0,0,0,0,442.73
10-Apr-14,442.26,443.37,358.73,55868300,4611917257,0,0,0,0,0,0,365.18
11-Apr-14,363.71,429.77,351.27,62562800,5318033925,0,0,0,0,0,0,420.95
12-Apr-14,420.89,439.61,415.79,19226500,5321874506,0,0,0,0,0,0,421.12
13-Apr-14,421.46,427.4,395.25,22493500,5234667259,0,0,0,0,0,0,414.06
14-Apr-14,414.83,469.75,407.37,50730200,5802302128,0,0,0,0,0,0,458.79
15-Apr-14,458.37,519,453.54,49561000,6522974948,0,0,0,0,0,0,515.59
16-Apr-14,522.18,542.38,502.78,56480100,6674473792,0,0,0,0,0,0,527.4
17-Apr-14,529.07,533.52,484.87,34025500,6278792387,0,0,0,0,0,0,495.96
18-Apr-14,495.8,498.6,472.74,19042400,6074116360,0,0,0,0,0,0,479.64
19-Apr-14,479.58,503.55,470.56,19588200,6353700029,0,0,0,0,0,0,501.57
20-Apr-14,501.75,510.87,490.84,12103100,6312896984,0,0,0,0,0,0,498.17
21-Apr-14,497.74,510.57,493.2,15171400,6284666435,0,0,0,0,0,0,495.77
22-Apr-14,495.45,503.22,487.58,11670900,6187034895,0,0,0,0,0,0,487.92
23-Apr-14,488.36,493.25,485.82,9814530,6231920621,0,0,0,0,0,0,491.3
24-Apr-14,490.83,500.46,482.95,13009400,6350012525,0,0,0,0,0,0,500.46
25-Apr-14,500.09,500.3,442.95,46856500,5857079867,0,0,0,0,0,0,461.45
26-Apr-14,461.7,464.54,449.1,12214600,5822776642,0,0,0,0,0,0,458.6
27-Apr-14,457.24,459.33,436.39,10949500,5542720307,0,0,0,0,0,0,436.39
28-Apr-14,430.72,447.53,422.94,23876600,5593864954,0,0,0,0,0,0,440.29
29-Apr-14,439.98,451.64,435.18,16401400,5683724524,0,0,0,0,0,0,447.21
30-Apr-14,446.89,451.1,436.7,15244900,5690810165,0,0,0,0,0,0,447.64
1-May-14,447.63,460.61,447.63,12871800,5821425472,0,0,0,0,0,0,457.76
2-May-14,457.36,457.93,443.4,10394200,5716625927,0,0,0,0,0,0,449.38
3-May-14,449.4,449.4,430.68,9849640,5570422954,0,0,0,0,0,0,437.76
4-May-14,438.52,439.77,430.05,5621260,5554777406,0,0,0,0,0,0,436.4
5-May-14,434.78,440.97,427.62,10004800,5518951942,0,0,0,0,0,0,433.48
6-May-14,433.36,448.04,423.25,12507300,5463474513,0,0,0,0,0,0,428.96
7-May-14,429.34,446.13,428.45,18332200,5590798951,0,0,0,0,0,0,438.82
8-May-14,438.68,448.4,438.14,9446580,5609810850,0,0,0,0,0,0,440.17
9-May-14,440.18,452.69,440.14,10347900,5730133343,0,0,0,0,0,0,449.46
10-May-14,450.46,455.77,448.47,6682600,5795543101,0,0,0,0,0,0,454.43
11-May-14,453.92,455.34,433.4,12251700,5598956479,0,0,0,0,0,0,438.89
12-May-14,438.3,442.26,434.23,7383770,5633629021,0,0,0,0,0,0,441.46
13-May-14,441.53,441.98,436.97,7682670,5625308533,0,0,0,0,0,0,440.67
14-May-14,440.59,446.66,440.5,9472960,5669111766,0,0,0,0,0,0,443.97
15-May-14,444.14,449.8,443.63,7362980,5712906334,0,0,0,0,0,0,447.25
16-May-14,447.39,450.66,444.96,6475100,5725217915,0,0,0,0,0,0,448.06
17-May-14,448.12,451.98,447.3,2945790,5737967927,0,0,0,0,0,0,448.9
18-May-14,448.7,449.77,444.78,2857830,5706165793,0,0,0,0,0,0,446.26
