NasDaqopen,NasDaqClose,NasdaqLow,NasdaqHigh,NasdaqVolume,Date,Open,High,Low,Volume,MarketCap,Close
4490.53,4509.16,4486.44,4508.31,1571100000.00,8/17/2014,519.14,520.19,483.63,24300900,6468997661,491.8
4490.53,4509.16,4486.44,4508.31,1571100000.00,8/18/2014,491.51,499.37,443.85,50783800,6072259848,461.46
4514.26,4528.91,4513.92,4527.51,1556560000.00,8/19/2014,461.48,485.71,455.54,38422400,6387510426,485.24
4517.75,4533.01,4515.73,4526.48,1502290000.00,8/20/2014,485.07,518.28,467.51,46527600,6741573447,511.98
4526.72,4534.00,4513.81,4532.10,1421730000.00,8/21/2014,510.45,531.9,510.45,49444200,6812929386,517.24
4534.87,4547.24,4521.77,4538.55,1311810000.00,8/22/2014,517.58,521.48,501.27,36563900,6772889206,514.04
4563.72,4571.14,4547.78,4557.35,1384620000.00,8/23/2014,513.39,514.3,492.11,25171900,6564528885,498.08
4563.72,4571.14,4547.78,4557.35,1384620000.00,8/24/2014,498.29,512.89,497.35,19441700,6700963067,508.29
4563.72,4571.14,4547.78,4557.35,1384620000.00,8/25/2014,508.22,508.22,499.23,18356700,6626339378,502.5
4563.81,4575.59,4556.78,4570.64,1469620000.00,8/26/2014,502.54,512.69,502.54,23235100,6748171027,511.57
4574.35,4575.81,4561.84,4569.62,1389470000.00,8/27/2014,512.19,520.71,510.92,22648500,6744868296,511.15
4552.55,4565.96,4546.62,4557.70,1309580000.00,8/28/2014,510.88,516.16,506.88,19862000,6703031046,507.82
4571.76,4580.27,4553.78,4580.27,1352830000.00,8/29/2014,508.42,511.7,503.82,17624800,6714458468,508.52
4592.42,4598.64,4576.81,4598.19,1859080000.00,8/30/2014,508.59,509.31,501.64,9424070,6660385523,504.25
4592.42,4598.64,4576.81,4598.19,1859080000.00,8/31/2014,502.9,504.88,474.81,44632300,6312801960,477.76
4592.42,4598.64,4576.81,4598.19,1859080000.00,9/1/2014,477.79,485.31,471.91,20432000,6276309535,474.88
4592.42,4598.64,4576.81,4598.19,1859080000.00,9/2/2014,474.48,482.99,472.32,23337900,6311703012,477.43
4610.14,4610.14,4565.38,4572.56,1897450000.00,9/3/2014,476.87,481.71,476.21,13342200,6315859936,477.59
4581.52,4603.15,4553.31,4562.29,1728700000.00,9/4/2014,477.68,493.93,477.09,26081400,6477467310,489.66
4560.63,4583.00,4542.74,4582.90,1641830000.00,9/5/2014,489.67,490.64,481.61,15302500,6395641762,483.34
4579.06,4600.40,4570.23,4592.29,1670210000.00,9/6/2014,483.34,488.6,483,10601400,6417500778,484.83
4579.06,4600.40,4570.23,4592.29,1670210000.00,9/7/2014,485.13,488.07,482.28,8994050,6385589802,482.28
4579.06,4600.40,4570.23,4592.29,1670210000.00,9/8/2014,481.81,489.83,468.79,30238000,6285637995,474.6
4588.83,4599.03,4544.44,4552.29,1956550000.00,9/9/2014,474.88,477.38,467.78,21447800,6296101902,475.26
4554.15,4587.10,4544.84,4586.52,1808650000.00,9/10/2014,475.48,487.47,475.14,22787800,6352285708,479.36
4567.64,4591.81,4559.75,4591.81,1704850000.00,9/11/2014,479.62,482.35,474.61,16852900,6359504769,479.75
4588.77,4590.08,4555.68,4567.60,1784170000.00,9/12/2014,479.58,479.63,473.01,15437200,6334873398,477.75
4567.45,4567.47,4506.73,4518.90,1940520000.00,9/13/2014,477.79,482.12,475.1,15588000,6353614254,479
4567.45,4567.47,4506.73,4518.90,1940520000.00,9/14/2014,479.12,479.85,476.12,13105500,6340778582,477.89
4567.45,4567.47,4506.73,4518.90,1940520000.00,9/15/2014,477.77,478.62,474.02,15345200,6309195218,475.37
4502.11,4558.24,4499.87,4552.76,1879350000.00,9/16/2014,474.86,475.64,465.13,16797300,6187570806,466.06
4553.96,4582.40,4539.36,4562.19,1796710000.00,9/17/2014,465.86,468.17,452.42,21056800,6073910021,457.33
4575.74,4593.98,4572.62,4593.43,1774840000.00,9/18/2014,456.86,456.86,413.1,34483200,5638918842,424.44
4606.13,4610.57,4563.44,4579.79,3178490000.00,9/19/2014,424.1,427.83,384.53,37919700,5246779621,394.8
4568.45,4568.87,4513.12,4527.69,1881520000.00,9/20/2014,394.67,423.3,389.88,36863600,5436072002,408.9
4568.45,4568.87,4513.12,4527.69,1881520000.00,9/21/2014,408.08,412.43,393.18,26580100,5303651275,398.82
4568.45,4568.87,4513.12,4527.69,1881520000.00,9/22/2014,399.1,406.92,397.13,24127600,5349637034,402.15
4511.32,4536.03,4508.42,4508.69,1847730000.00,9/23/2014,402.09,441.56,396.2,45099500,5798754889,435.79
4514.92,4557.27,4500.13,4555.22,1765260000.00,9/24/2014,435.75,436.11,421.13,30627700,5632911451,423.2
4540.82,4546.93,4466.64,4466.75,1939610000.00,9/25/2014,423.16,423.52,409.47,26814400,5479902023,411.57
4476.48,4515.75,4475.48,4512.19,1637480000.00,9/26/2014,411.43,414.94,400.01,21460800,5386071486,404.42
4465.84,4515.24,4464.44,4505.85,1737750000.00,9/27/2014,403.56,406.62,397.37,15029300,5322075836,399.52
4465.84,4515.24,4464.44,4505.85,1737750000.00,9/28/2014,399.47,401.02,374.33,23613300,5025729375,377.18
4465.84,4515.24,4464.44,4505.85,1737750000.00,9/29/2014,376.93,385.21,372.24,32497700,5004177243,375.47
4512.64,4522.06,4483.91,4493.39,2200380000.00,9/30/2014,376.09,390.98,373.44,34707300,5158621325,386.94
4486.65,4486.79,4409.30,4422.09,2312630000.00,10/1/2014,387.43,391.38,380.78,26229400,5115688242,383.61
4421.25,4441.95,4367.74,4430.20,2165500000.00,10/2/2014,383.99,385.5,372.95,21777700,5003085408,375.07
4456.81,4488.07,4445.72,4475.62,1777640000.00,10/3/2014,375.18,377.7,357.86,30901200,4796851775,359.51
4492.40,4496.26,4444.10,4454.80,1828240000.00,10/4/2014,359.89,364.49,325.89,47236500,4389218291,328.87
4492.40,4496.26,4444.10,4454.80,1828240000.00,10/5/2014,328.92,341.8,289.3,83308096,4279040870,320.51
4492.40,4496.26,4444.10,4454.80,1828240000.00,10/6/2014,320.39,345.13,302.56,79011800,4408130777,330.08
4433.91,4441.76,4385.15,4385.20,2111360000.00,10/7/2014,330.58,339.25,320.48,49199900,4490819565,336.19
4385.70,4473.73,4355.34,4468.59,2451630000.00,10/8/2014,336.12,354.36,327.19,54736300,4715887222,352.94
4458.29,4464.13,4377.28,4378.34,2264220000.00,10/9/2014,352.75,382.73,347.69,83641104,4878718500,365.03
4354.63,4380.51,4276.24,4276.24,2765750000.00,10/10/2014,364.69,375.07,352.96,43665700,4833830847,361.56
4274.91,4303.82,4212.87,4213.66,2467830000.00,10/11/2014,361.36,367.19,355.95,13345200,4844961125,362.3
4274.91,4303.82,4212.87,4213.66,2467830000.00,10/12/2014,362.61,379.43,356.14,17552800,5063689090,378.55
4274.91,4303.82,4212.87,4213.66,2467830000.00,10/13/2014,377.92,397.23,368.9,35221400,5223924767,390.41
4246.23,4281.34,4212.82,4227.17,2496120000.00,10/14/2014,391.69,411.7,391.32,38491500,5365153884,400.87
4154.10,4231.54,4116.60,4215.32,3058740000.00,10/15/2014,400.95,402.23,388.77,25267100,5285043276,394.77
4133.25,4246.01,4131.65,4217.39,2591940000.00,10/16/2014,394.52,398.81,373.07,26990000,5122903035,382.56
4275.09,4296.11,4241.67,4258.44,2260070000.00,10/17/2014,382.76,385.48,375.39,13600700,5140342471,383.76
4254.16,4316.87,4248.22,4316.07,1717370000.00,10/18/2014,383.98,395.16,378.97,11416800,5244892214,391.44
4254.16,4316.87,4248.22,4316.07,1717370000.00,10/19/2014,391.25,393.94,386.46,5914570,5220783140,389.55
4254.16,4316.87,4248.22,4316.07,1717370000.00,10/20/2014,389.23,390.08,378.25,16419000,5132276503,382.85
4359.17,4419.48,4356.10,4419.48,1997580000.00,10/21/2014,382.42,392.65,380.83,14188900,5182426851,386.48
4429.16,4435.86,4381.28,4382.85,1967020000.00,10/22/2014,386.12,388.58,382.25,11641300,5139461096,383.16
4427.44,4475.55,4421.56,4452.79,1952380000.00,10/23/2014,382.96,385.05,356.45,26456900,4808952572,358.42
4459.46,4486.26,4445.85,4483.72,1754300000.00,10/24/2014,358.59,364.35,353.3,15585700,4809419914,358.35
4469.02,4489.60,4450.29,4485.93,1585580000.00,10/25/2014,358.61,359.86,342.88,18127500,4662139220,347.27
4469.02,4489.60,4450.29,4485.93,1585580000.00,10/26/2014,347.49,359.22,343.93,11272500,4763036253,354.7
4469.02,4489.60,4450.29,4485.93,1585580000.00,10/27/2014,354.78,358.63,349.81,13033000,4741410021,352.99
4505.73,4564.29,4505.11,4564.29,1966920000.00,10/28/2014,353.21,359.98,352.68,7845880,4804812401,357.62
4551.37,4564.44,4517.02,4549.23,2184050000.00,10/29/2014,357.09,357.83,335.34,18192700,4510175245,335.59
4532.10,4575.50,4521.79,4566.14,2034960000.00,10/30/2014,335.71,350.91,335.07,30177900,4642194094,345.3
4639.45,4641.51,4616.58,4630.74,2424360000.00,10/31/2014,345.01,348.05,337.14,12545400,4549893052,338.32
4633.71,4654.19,4627.42,4638.91,2033000000.00,11/1/2014,338.65,340.53,321.05,16677200,4382113991,325.75
4633.71,4654.19,4627.42,4638.91,2033000000.00,11/2/2014,326.08,329.05,320.63,8603620,4385292372,325.89
4633.71,4654.19,4627.42,4638.91,2033000000.00,11/3/2014,325.57,334,325.48,12948500,4409040617,327.55
4623.77,4635.95,4594.92,4623.64,1939320000.00,11/4/2014,327.16,331.77,325.08,15655500,4449934321,330.49
4649.47,4650.39,4607.73,4620.72,2001870000.00,11/5/2014,330.68,343.37,330.68,19817200,4572205935,339.49
4616.78,4639.17,4604.76,4638.47,1986820000.00,11/6/2014,339.46,352.97,338.42,18797000,4705591219,349.29
4636.89,4638.80,4606.81,4632.53,1978830000.00,11/7/2014,349.82,352.73,341.78,16834200,4614264695,342.42
4635.10,4653.38,4626.49,4651.62,1830010000.00,11/8/2014,342.15,347.03,342.15,8535470,4656988222,345.49
4635.10,4653.38,4626.49,4651.62,1830010000.00,11/9/2014,345.38,363.63,344.26,24205600,4897961165,363.26
4635.10,4653.38,4626.49,4651.62,1830010000.00,11/10/2014,362.27,374.82,357.56,30450100,4948658123,366.92
4649.19,4661.23,4640.24,4660.56,1663690000.00,11/11/2014,365.86,371.31,363.73,15838900,4960242320,367.7
4644.63,4678.58,4643.78,4675.14,1773060000.00,11/12/2014,367.98,429.72,367.98,45783200,5715426244,423.56
4681.56,4703.10,4664.27,4680.14,1857580000.00,11/13/2014,427.27,457.09,401.12,58945000,5678828589,420.73
4679.85,4688.74,4664.31,4688.54,1739950000.00,11/14/2014,418.42,419.25,384.79,29589200,5371040273,397.82
4678.44,4689.53,4655.20,4671.00,1695070000.00,11/15/2014,399.65,405.53,371.01,15727500,5079582132,376.13
4678.44,4689.53,4655.20,4671.00,1695070000.00,11/16/2014,374.73,390.8,374.6,11905600,5239694300,387.88
4678.44,4689.53,4655.20,4671.00,1695070000.00,11/17/2014,388.35,410.2,377.5,41518800,5234695637,387.41
4674.84,4709.83,4674.30,4702.44,1655760000.00,11/18/2014,387.79,392.4,371.12,32222500,5071157408,375.2
4694.78,4696.20,4655.72,4675.71,1641560000.00,11/19/2014,373.9,386.48,373.9,18931800,5144903809,380.55
4655.20,4702.97,4653.33,4701.87,1667330000.00,11/20/2014,380.31,382.02,356.78,25233200,4839043482,357.84
4751.01,4751.60,4700.73,4712.97,1854340000.00,11/21/2014,357.88,357.88,344.11,29850100,4745605133,350.85
4725.17,4755.02,4723.62,4754.89,1568130000.00,11/22/2014,351.6,364.84,350.88,15273000,4774989954,352.92
4725.17,4755.02,4723.62,4754.89,1568130000.00,11/23/2014,353.17,370.85,353.17,15151600,4974540006,367.57
4725.17,4755.02,4723.62,4754.89,1568130000.00,11/24/2014,366.95,387.21,366.67,30930100,5102174795,376.9
4762.39,4774.52,4749.92,4758.25,1720140000.00,11/25/2014,376.89,394.7,374.78,25442200,5082390210,375.35
4760.23,4788.00,4757.48,4787.32,1362930000.00,11/26/2014,376.02,377.7,365.82,18601700,4989166443,368.37
4797.10,4810.86,4786.72,4791.63,998600000.00,11/27/2014,370.5,373.99,368.28,8748030,5008058116,369.67
4797.10,4810.86,4786.72,4791.63,998600000.00,11/28/2014,369.37,382.84,358.45,22946500,5101280353,376.45
4777.73,4782.07,4724.62,4727.35,1893600000.00,11/29/2014,376.15,387.6,372.14,15375600,5089799280,375.49
4777.73,4782.07,4724.62,4727.35,1893600000.00,11/30/2014,375.51,382.53,373.31,9194440,5125958175,378.05
4777.73,4782.07,4724.62,4727.35,1893600000.00,12/1/2014,378.25,383.66,376.67,11763000,5143434464,379.24
4732.97,4761.63,4729.76,4755.81,1839170000.00,12/2/2014,379.25,384.04,377.86,12364100,5172928823,381.32
4761.31,4781.37,4745.14,4774.47,1734510000.00,12/3/2014,381.72,383.03,374.35,13340100,5088491940,375.01
4772.00,4785.41,4753.71,4769.44,1724090000.00,12/4/2014,375.72,378.65,367.76,14529600,5016487250,369.6
4776.58,4788.98,4769.64,4780.76,1767100000.00,12/5/2014,369.44,379.19,365.76,15181800,5116358331,376.85
4769.76,4793.24,4722.91,4740.69,1966770000.00,12/6/2014,376.76,378.45,370.95,7009320,5089542822,374.79
4769.76,4793.24,4722.91,4740.69,1966770000.00,12/7/2014,374.84,376.29,373.27,6491650,5094943517,375.1
4769.76,4793.24,4722.91,4740.69,1966770000.00,12/8/2014,374.96,376.03,361.89,18898700,4917302822,361.91
4685.20,4768.41,4674.38,4766.47,1950330000.00,12/9/2014,361.89,363.07,344.95,32915500,4786893958,352.22
4754.42,4766.64,4679.25,4684.02,1850810000.00,12/10/2014,352.2,352.38,346.36,16427700,4708572401,346.36
4704.65,4759.88,4699.43,4708.16,1873050000.00,12/11/2014,344.34,361.36,338.76,32431300,4766084199,350.51
4665.35,4707.92,4653.60,4653.60,1888870000.00,12/12/2014,350.83,352.98,349.29,16989800,4795055945,352.54
4679.67,4690.58,4592.43,4605.16,2143610000.00,12/13/2014,352.38,352.38,346.59,11675900,4726102586,347.38
4679.67,4690.58,4592.43,4605.16,2143610000.00,12/14/2014,346.73,353.32,345.42,12415200,4785245608,351.63
4679.67,4690.58,4592.43,4605.16,2143610000.00,12/15/2014,351.36,351.82,344.93,17264200,4700905209,345.35
4572.79,4645.19,4547.31,4547.83,2231670000.00,12/16/2014,345.67,345.86,327.06,30864900,4453202603,327.06
4556.90,4651.90,4550.70,4644.31,2279930000.00,12/17/2014,326.86,333.95,315.15,37567900,4355021350,319.78
4712.39,4748.40,4697.09,4748.40,2172260000.00,12/18/2014,319.79,323.71,304.23,39173000,4241890806,311.4
4752.60,4782.13,4738.29,4765.38,3287920000.00,12/19/2014,311.18,318.53,306.77,23823100,4330801581,317.84
4759.04,4781.93,4757.80,4781.42,1720070000.00,12/20/2014,317.62,330.33,316.04,20856700,4496945577,329.96
4759.04,4781.93,4757.80,4781.42,1720070000.00,12/21/2014,329.54,329.63,318.9,15207600,4373820008,320.84
4759.04,4781.93,4757.80,4781.42,1720070000.00,12/22/2014,321.07,334.12,320.42,22315100,4525705359,331.89
4798.03,4798.06,4761.39,4765.42,1590820000.00,12/23/2014,332.02,336.29,329.6,16574200,4563595537,334.57
4770.12,4787.57,4768.67,4773.47,729750000.00,12/24/2014,334.39,334.74,321.36,15092300,4400637769,322.53
4788.06,4814.95,4787.85,4806.86,930220000.00,12/25/2014,322.29,322.67,316.96,9883640,4353789283,319.01
4788.06,4814.95,4787.85,4806.86,930220000.00,12/26/2014,319.15,331.42,316.63,16410500,4476703675,327.92
4801.26,4813.72,4798.90,4806.91,1227740000.00,12/27/2014,327.58,328.91,312.63,15185200,4313267197,315.86
4801.26,4813.72,4798.90,4806.91,1227740000.00,12/28/2014,316.16,320.03,311.08,11676600,4333389568,317.24
4801.26,4813.72,4798.90,4806.91,1227740000.00,12/29/2014,317.7,320.27,312.31,12302500,4272268163,312.67
4793.61,4803.89,4772.88,4777.44,1269200000.00,12/30/2014,312.72,314.81,309.37,12528300,4247060095,310.74
4790.53,4806.43,4734.11,4736.05,1515600000.00,12/31/2014,310.91,320.19,310.21,13942900,4377510595,320.19
4760.24,4777.01,4698.11,4726.81,1435150000.00,1/1/2015,320.43,320.43,314,8036550,4297535768,314.25
4760.24,4777.01,4698.11,4726.81,1435150000.00,1/2/2015,314.08,315.84,313.57,7860650,4309551126,315.03
4700.34,4702.77,4641.46,4652.57,1794470000.00,1/3/2015,314.85,315.15,281.08,33054400,3846269872,281.08
4700.34,4702.77,4641.46,4652.57,1794470000.00,1/4/2015,281.15,287.23,257.61,55629100,3616320975,264.2
4700.34,4702.77,4641.46,4652.57,1794470000.00,1/5/2015,265.08,278.34,265.08,43962800,3758098008,274.47
4666.85,4667.33,4567.59,4592.74,2167320000.00,1/6/2015,274.61,287.55,272.7,23245700,3919623080,286.19
4626.84,4652.72,4613.90,4650.47,1957950000.00,1/7/2015,286.08,298.75,283.08,24866800,4032255015,294.34
4689.54,4741.38,4688.02,4736.19,2105450000.00,1/8/2015,294.14,294.14,282.17,19982500,3882766766,283.35
4744.47,4744.71,4681.24,4704.07,1715830000.00,1/9/2015,282.38,291.11,280.53,18718600,3980426431,290.41
4714.07,4715.81,4650.65,4664.71,1861960000.00,1/10/2015,287.3,288.13,273.97,15264300,3767535599,274.8
4714.07,4715.81,4650.65,4664.71,1861960000.00,1/11/2015,274.61,279.64,265.04,18200800,3643307731,265.66
4714.07,4715.81,4650.65,4664.71,1861960000.00,1/12/2015,266.15,272.2,265.2,18880300,3673551884,267.8
4708.74,4751.34,4624.28,4661.50,2162180000.00,1/13/2015,267.39,268.28,219.91,72843904,3099004902,225.86
4610.76,4655.37,4595.98,4639.32,2073810000.00,1/14/2015,223.89,223.89,171.51,97638704,2444379076,178.1
4657.46,4663.96,4567.39,4570.82,1976260000.00,1/15/2015,176.9,229.07,176.9,81773504,2880801385,209.84
4566.38,4635.82,4563.11,4634.38,1970520000.00,1/16/2015,209.07,221.59,199.77,38421000,2857541182,208.1
4655.84,4665.65,4601.10,4654.85,1835040000.00,1/17/2015,207.83,211.73,194.88,23469700,2736875952,199.26
4655.84,4665.65,4601.10,4654.85,1835040000.00,1/18/2015,200.05,218.7,194.51,30085100,2889858038,210.34
4655.84,4665.65,4601.10,4654.85,1835040000.00,1/19/2015,211.47,216.73,207.32,18658300,2952759522,214.86
4655.84,4665.65,4601.10,4654.85,1835040000.00,1/20/2015,212.91,215.24,205.15,24051100,2904651464,211.32
4641.95,4692.46,4629.59,4667.42,1847420000.00,1/21/2015,211.38,227.79,211.21,29924600,3119680595,226.9
4690.93,4752.60,4644.57,4750.40,1996550000.00,1/22/2015,227.32,237.02,226.43,33544600,3209962696,233.41
4748.19,4771.18,4737.95,4757.88,1653830000.00,1/23/2015,233.52,234.85,225.2,24621700,3203436948,232.88
4752.36,4774.18,4734.20,4771.76,1717510000.00,1/24/2015,232.7,248.21,230.02,24782500,3410114481,247.85
4752.36,4774.18,4734.20,4771.76,1717510000.00,1/25/2015,247.35,255.07,243.89,33582700,3491686145,253.72
4752.36,4774.18,4734.20,4771.76,1717510000.00,1/26/2015,254.08,309.38,254.08,106794000,3764417376,273.47
4698.23,4721.87,4659.83,4681.50,1954160000.00,1/27/2015,273.17,275.48,250.65,44399000,3627760928,263.48
4740.69,4742.06,4637.48,4637.99,2118680000.00,1/28/2015,263.35,266.54,227.05,44352200,3221728839,233.91
4635.73,4688.41,4601.76,4683.41,2110710000.00,1/29/2015,233.35,238.71,220.71,32213400,3217149466,233.51
4671.21,4703.81,4631.10,4635.24,2264230000.00,1/30/2015,232.77,242.85,225.84,26605200,3120272355,226.43
4650.60,4676.69,4580.46,4676.69,2006450000.00,1/31/2015,226.44,233.5,216.31,23348200,2997692311,217.46
4650.60,4676.69,4580.46,4676.69,2006450000.00,2/1/2015,216.87,231.57,212.01,29128500,3129637468,226.97
4650.60,4676.69,4580.46,4676.69,2006450000.00,2/2/2015,226.49,242.18,222.66,30612100,3285797305,238.23
4693.25,4727.74,4670.82,4727.74,2153520000.00,2/3/2015,237.45,245.96,224.48,40783700,3135343874,227.27
4699.81,4744.33,4697.79,4716.70,2212960000.00,2/4/2015,227.51,230.06,221.11,26594300,3130520358,226.85
4729.65,4767.38,4722.80,4765.10,2036590000.00,2/5/2015,227.66,239.4,214.73,22516400,2996945966,217.11
4768.84,4787.18,4731.22,4744.40,2034060000.00,2/6/2015,216.92,230.51,216.23,24435300,3069076711,222.27
4723.73,4749.47,4719.61,4726.01,1654680000.00,2/7/2015,222.63,230.3,222.61,21604200,3145761023,227.75
4723.73,4749.47,4719.61,4726.01,1654680000.00,2/8/2015,227.69,229.44,221.08,17145200,3086537315,223.41
4723.73,4749.47,4719.61,4726.01,1654680000.00,2/9/2015,223.39,223.98,217.02,27791300,3041799140,220.11
4754.63,4793.27,4737.12,4787.64,1773730000.00,2/10/2015,220.28,221.81,215.33,21115100,3038850985,219.84
4788.37,4810.36,4780.13,4801.18,1793630000.00,2/11/2015,219.73,223.41,218.07,17201900,3030676475,219.18
4828.08,4857.61,4823.57,4857.61,2075470000.00,2/12/2015,219.21,222.2,217.61,15206200,3066996120,221.76
4869.73,4893.84,4860.12,4893.84,1942240000.00,2/13/2015,221.97,240.26,221.26,42744400,3256814719,235.43
4889.99,4901.89,4880.64,4899.27,1751490000.00,2/14/2015,235.53,259.81,235.53,49732500,3560717936,257.32
4889.99,4901.89,4880.64,4899.27,1751490000.00,2/15/2015,257.51,265.61,227.68,56552400,3250242178,234.82
4889.99,4901.89,4880.64,4899.27,1751490000.00,2/16/2015,234.82,239.52,229.02,28153700,3237573873,233.84
4889.99,4901.89,4880.64,4899.27,1751490000.00,2/17/2015,233.42,245.77,232.31,27363100,3373706168,243.61
4890.84,4907.50,4885.60,4906.36,1684800000.00,2/18/2015,243.78,244.25,232.34,25200800,3273812262,236.33
4901.51,4929.53,4900.63,4924.70,1592890000.00,2/19/2015,236.41,242.67,235.59,18270500,3329631566,240.28
4919.78,4957.02,4905.59,4955.97,1761140000.00,2/20/2015,240.25,247.1,239.3,23876700,3379032908,243.78
4953.10,4960.97,4939.56,4960.97,1754850000.00,2/21/2015,243.75,255.32,243.18,12284200,3390372210,244.53
4953.10,4960.97,4939.56,4960.97,1754850000.00,2/22/2015,244.54,246.39,233.85,19527000,3272629326,235.98
4953.10,4960.97,4939.56,4960.97,1754850000.00,2/23/2015,235.99,240.11,232.42,16400000,3313897879,238.89
4956.21,4971.18,4945.14,4968.12,1834890000.00,2/24/2015,239,239.9,236.4,14200400,3312489904,238.74
4960.36,4984.24,4956.00,4967.14,1848560000.00,2/25/2015,238.89,239.34,235.53,11496200,3295875814,237.47
4969.27,4989.11,4955.51,4987.89,1905550000.00,2/26/2015,237.34,237.71,234.26,13619400,3282272605,236.43
4985.03,4989.25,4960.87,4963.53,1955590000.00,2/27/2015,236.44,256.65,236.44,44013900,3524820596,253.83
4973.43,5008.57,4972.01,5008.10,1931110000.00,2/28/2015,253.52,254.69,249.48,13949300,3531776636,254.26
4973.43,5008.57,4972.01,5008.10,1931110000.00,3/1/2015,254.28,261.66,245.93,25213700,3615181538,260.2
4973.43,5008.57,4972.01,5008.10,1931110000.00,3/2/2015,260.36,276.3,258.31,40465700,3831178959,275.67
4990.70,4996.66,4956.07,4979.90,2018900000.00,3/3/2015,275.05,285.8,268.16,50461300,3916108523,281.7
4961.24,4973.32,4938.90,4967.14,1824830000.00,3/4/2015,281.99,284.23,268.13,41383000,3797385224,273.09
4979.95,4993.52,4963.10,4982.81,1724200000.00,3/5/2015,272.74,281.67,264.77,41302400,3841201000,276.18
4967.24,4982.93,4918.63,4927.37,1918220000.00,3/6/2015,275.6,277.61,270.02,28918900,3794156466,272.72
4936.08,4950.47,4920.82,4942.44,1696510000.00,3/7/2015,272.29,277.85,270.13,17825900,3844351385,276.26
4936.08,4950.47,4920.82,4942.44,1696510000.00,3/8/2015,276.43,277.86,272.57,22067900,3818877362,274.35
4936.08,4950.47,4920.82,4942.44,1696510000.00,3/9/2015,274.81,292.7,273.89,59178200,4032241702,289.61
4899.51,4903.44,4859.79,4859.79,1876010000.00,3/10/2015,289.86,300.04,289.74,67770800,4063305050,291.76
4866.94,4876.09,4846.79,4849.94,1846020000.00,3/11/2015,291.52,297.39,290.51,33963900,4128796573,296.38
4853.98,4895.80,4853.20,4893.29,1855110000.00,3/12/2015,296.13,297.09,292.41,32585200,4101535995,294.35
4885.54,4904.47,4842.80,4871.76,1851410000.00,3/13/2015,294.12,294.5,285.34,31421500,3976948638,285.34
4897.27,4929.94,4889.09,4929.51,1713480000.00,3/14/2015,284.44,286.34,280.98,22612300,3929758785,281.89
4897.27,4929.94,4889.09,4929.51,1713480000.00,3/15/2015,281.42,286.53,281,11970100,3993628668,286.39
4897.27,4929.94,4889.09,4929.51,1713480000.00,3/16/2015,285.68,294.11,285.68,21516100,4053198429,290.59
4912.65,4944.91,4907.02,4937.43,1724370000.00,3/17/2015,290.6,292.36,284.37,21497200,3983144494,285.51
4926.83,5001.57,4907.72,4982.83,1983570000.00,3/18/2015,285.07,285.34,249.87,57008000,3576671767,256.3
4982.02,5000.02,4979.94,4992.38,1674970000.00,3/19/2015,255.88,264.24,248.64,52732000,3642156965,260.93
5033.47,5042.14,5020.07,5026.42,2825670000.00,3/20/2015,260.96,264.85,259.16,18456700,3654506819,261.75
5020.60,5031.39,5010.97,5010.97,1608880000.00,3/21/2015,261.64,262.2,255.65,17130100,3631424642,260.02
5020.60,5031.39,5010.97,5010.97,1608880000.00,3/22/2015,259.92,269.75,259.59,18438100,3743193531,267.96
5020.60,5031.39,5010.97,5010.97,1608880000.00,3/23/2015,267.89,277.3,261.74,22811900,3727111341,266.74
5010.10,5032.48,4994.56,4994.73,1611670000.00,3/24/2015,266.58,267,244.15,40073700,3432718154,245.6
5002.83,5006.76,4876.52,4876.52,2219520000.00,3/25/2015,247.47,249.19,236.51,35866900,3442129496,246.2
4835.71,4889.21,4825.93,4863.36,2004960000.00,3/26/2015,246.28,254.35,244.9,25730000,3475701380,248.53
4863.74,4899.26,4859.66,4891.22,1678650000.00,3/27/2015,248.57,256.81,245.21,17274900,3455731911,247.03
4921.78,4948.46,4921.12,4947.44,1778520000.00,3/28/2015,246.98,254.21,246.98,16040900,3537377134,252.8
4921.78,4948.46,4921.12,4947.44,1778520000.00,3/29/2015,252.74,253.14,240.85,21699400,3397187115,242.71
4921.78,4948.46,4921.12,4947.44,1778520000.00,3/30/2015,242.88,249.24,239.21,23009600,3465419693,247.53
4925.91,4940.87,4899.31,4900.88,1837660000.00,3/31/2015,247.45,248.73,242.74,22672000,3420112896,244.22
4894.36,4899.38,4844.39,4880.23,1874960000.00,4/1/2015,244.22,247.54,241.16,22877200,3463619267,247.27
4885.41,4901.33,4872.96,4886.94,1563670000.00,4/2/2015,247.09,254.46,245.42,26272600,3544973232,253.01
4855.94,4929.62,4852.91,4917.32,1737560000.00,4/3/2015,253.07,256.04,251.88,23146600,3564354620,254.32
4855.94,4929.62,4852.91,4917.32,1737560000.00,4/4/2015,254.29,255.26,251.1,12493500,3556559216,253.7
4855.94,4929.62,4852.91,4917.32,1737560000.00,4/5/2015,253.76,260.67,251.94,19649200,3654268030,260.6
4855.94,4929.62,4852.91,4917.32,1737560000.00,4/6/2015,260.72,261.8,254.57,20034200,3583466919,255.49
4917.50,4948.88,4909.77,4910.23,1572940000.00,4/7/2015,255.27,255.8,252.21,18467400,3552014128,253.18
4914.15,4956.72,4914.15,4950.82,1714210000.00,4/8/2015,253.06,253.85,244.21,30086400,3438326345,245.02
4950.84,4975.93,4928.11,4974.56,1729750000.00,4/9/2015,244.75,246.12,239.4,21643500,3420248520,243.68
